cache_key,content_hash,ticker,article_date,title,url,is_stock_relevant,sentiment,sentiment_score,importance_score,information_magnitude_score,uncertainty_score,novelty_hint_score,reasoning_confidence,time_horizon,event_type,relevance_to_ticker,summary,reason,provider,requested_model,response_model,request_id,prompt_sha256,input_sha256,extracted_at_utc,status,error
02af7c6a22ca4b16cc83b1a0fea498af31d64cbf191653e0872dd6e9129d0fb0,9f924b718d8b94cf694daa929d75723a47bee9693209d673448f66ec0764ee19,VCB,2023-12-21,vietcombank sap phat hanh lo trai phieu dau tien cua nam 2023 1048415.html,https://kinhtechungkhoan.vn/vietcombank-sap-phat-hanh-lo-trai-phieu-dau-tien-cua-nam-2023-1048415.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Vietcombank (VCB) dự kiến phát hành 3.000 tỷ đồng trái phiếu riêng lẻ vào tháng 12/2023, kỳ hạn tối đa 6 năm, lãi suất thả nổi, nhằm tăng vốn cấp 2 và bổ sung nguồn vốn cho vay. Đồng thời, ngân hàng đã mua lại 1.300 tỷ đồng trái phiếu trước",,deepseek,deepseek-chat,deepseek-v4-flash,edfb86c2-1552-44ee-ad43-c510c624d763,a609b79a0c0d00a675e92e38bbfe37c6036f95570d8a1e9be8776998691abd70,9442b3293a7ffc82640a1c14655832f18a52f176fc18152cf2cf34e3b711d814,2026-07-07T16:32:08+00:00,ok,
994cef013a9bf23ad3003ddd68424218e3713bef05512b8f6b3c1e554f88555b,7b4a78daa701bdd92714fd751a1614e3b98e00345c0b63d29dc4d298f4918129,HPG,2023-12-22,khong phai hsg hay hpg day moi la co phieu thep dang bang bang leo doc 1045688.html,https://kinhtechungkhoan.vn/khong-phai-hsg-hay-hpg-day-moi-la-co-phieu-thep-dang-bang-bang-leo-doc-1045688.html,True,neutral,0.3,3.0,3.0,3.0,3.0,3.0,unclear,other,indirect,"Bài báo chủ yếu nói về cổ phiếu NKG (Thép Nam Kim) tăng mạnh, trong khi HPG và HSG đi ngang. Có đề cập đến triển vọng ngành thép nhờ đầu tư công và nhu cầu toàn cầu tăng, nhưng không có thông tin trực tiếp về HPG.",,deepseek,deepseek-chat,deepseek-v4-flash,d62da1ab-9e7f-47a0-99f8-23f6ea9b07bd,b7958aea202319857646358c014df1dcfda94cda3be60b87d4a6446e94c66c6a,1d24a845a789dbc32da71366c935c901cbae8fb6f37ebf55984aa6922ad9c764,2026-07-07T16:32:12+00:00,ok,
0675daa09c9c1ddb5805022fd65dde659e3ca852e50b4eb08655607305a40354,07e549403a66368e0699f73dcdb00f5bd68540cdf57dded8d2bebd8ad4f88e1f,SSI,2023-12-22,chung khoan ssi muon phat hanh them co phieu tang manh von dieu le 1033575.html,https://kinhtechungkhoan.vn/chung-khoan-ssi-muon-phat-hanh-them-co-phieu-tang-manh-von-dieu-le-1033575.html,True,neutral,0.3,3.0,5.0,3.0,3.0,3.0,unclear,other,direct,"SSI dự kiến tăng vốn điều lệ từ 15.111 tỷ lên 19.645 tỷ đồng thông qua phát hành cổ phiếu trả cổ tức, chào bán cho cổ đông hiện hữu, ESOP và riêng lẻ. Kế hoạch huy động 2.267 tỷ đồng từ cổ đông hiện hữu để đầu tư và cho vay ký quỹ. VCSC nân",,deepseek,deepseek-chat,deepseek-v4-flash,49703c90-89e1-4f27-9651-3fe6bcf74f52,f2a672681ef7390c1f874a8bf03d1e5916ab9a0323acfd04b3fe7835832aacd2,e10c120e43d2edff57a5a032e98ad6d1697b46e662d1f1b9dd1807ee4d20ec7c,2026-07-07T23:34:03+00:00,ok,
b51ed2b1391ef64d8f3c41011a337a4013216a4ad3440e0d37579ab1020d1760,8daac6841179f0602456fb761130d1e293c2dfe87f6ef25b3bf3b8ee93713a15,VCB,2023-12-22,thu tuong pham minh chinh thi diem cham diem kha tin tai vietcombank tu dau nam 2024 1048413.html,https://kinhtechungkhoan.vn/thu-tuong-pham-minh-chinh-thi-diem-cham-diem-kha-tin-tai-vietcombank-tu-dau-nam-2024-1048413.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,macro,direct,,,deepseek,deepseek-chat,deepseek-v4-flash,df9174a5-fdd4-4f1d-8e41-10d82e6a61b6,9c037f26c59731badfd938b0250dad82b846c058cd3bce227d8d05c7c8843b48,fe4cfd32ced04bbba7ec320229d1761baf91b935f71dfcf54048e4c4d084bd74,2026-07-07T16:32:15+00:00,ok,
99a0e639841457e4b8184c54710e5d34324e4692645cc394554cc797a58af21e,e55f24e3b0fc33c1ab86b088d47ba9ef12169b4ea5beb6469abbe8d6a3c46673,HPG,2023-12-23,giao dich khoi ngoai tuan 18 22 12 mwg bat ngo toa sang hpg bi ban rong hang tram ty 1014216.html,https://kinhtechungkhoan.vn/giao-dich-khoi-ngoai-tuan-18-22-12-mwg-bat-ngo-toa-sang-hpg-bi-ban-rong-hang-tram-ty-1014216.html,True,neutral,-0.3,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"Khối ngoại bán ròng cổ phiếu HPG trong tuần 18-22/12/2023 với giá trị hàng trăm tỷ đồng, nằm trong xu hướng bán ròng chung của thị trường.",,deepseek,deepseek-chat,deepseek-v4-flash,5caec388-8cf4-4b8f-b058-0d53430bf31e,a57966b6923ea5d4183ba07b7732b428436e2c7e6ea78c4da112322d5f344820,35dc5503d9e63d4b16d9b3d4b9b81a2d3118095de60ffd45756bfe3a69c73feb,2026-07-07T23:18:15+00:00,ok,
ffc32cdad56a62b4947034877098c6c5fe43629d92c0975740d63df4221eb154,1a58808d6f02d855ffea2277eb3cc3a262d01251b2174e6652945da62ffda733,HPG,2023-12-25,quy ngoai von hoa ty usd dua co phieu hpg tro lai top 1 danh muc dau tu 1014214.html,https://kinhtechungkhoan.vn/quy-ngoai-von-hoa-ty-usd-dua-co-phieu-hpg-tro-lai-top-1-danh-muc-dau-tu-1014214.html,True,neutral,0.6,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Quỹ ngoại Dragon Capital đã giải ngân vào cổ phiếu HPG, đưa HPG trở lại vị trí số 1 trong danh mục đầu tư của quỹ với tỷ trọng 9,14%. HPG được mua ròng mạnh bởi khối ngoại, sản lượng bán hàng hồi phục sau đáy đầu năm 2023.",,deepseek,deepseek-chat,deepseek-v4-flash,af67edf5-d279-4cf6-a0e1-a2d48a05c60d,4b19336e9dd98b9f6736bffe4424bbf1b834dd2700d88e722202a23b43bfa507,da471f9740578533ed27407301b6101269bbfd086c9d402d80e905c288535591,2026-07-07T16:32:18+00:00,ok,
b0fbb07feba10c24bb84abb427ea05ef7dc2c0a8b5c01402f7a282d0979ecfe2,708bbd0c18c053500aea5bb116827f29356c15f7ccb9e83afd41523d05d24013,VCB,2023-12-25,VCB: Kết quả chào bán trái phiếu riêng lẻ,https://cafef.vn/du-lieu/VCB-1920558/vcb-ket-qua-chao-ban-trai-phieu-rieng-le.chn,True,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"VCB thông báo kết quả chào bán trái phiếu riêng lẻ, một hoạt động huy động vốn thông thường.",,deepseek,deepseek-chat,deepseek-v4-flash,d9a7610a-8209-4363-88f2-0e8807bbf0ae,65ce3c36b8cbcc2d48f283312c04fe4aa0ca19ae28ccae8587b581adca481fff,76f7d9c9366afa96c7cc0a70f33c649ecd7e8287a7e633c9c331fa7233cd66c1,2026-07-07T23:18:17+00:00,ok,
69ccf4902827bf492e0fea1de4b122af9e30452e422b629ed4a686494f603bc1,73c0b87ee0ccecc2c5abc8ff763a0bbea41ecb81aaff73eed31c0534b7dff983,VCB,2023-12-26,chu tich hdqt vietcombank lam pho thong doc ngan hang nha nuoc 1048405.html,https://kinhtechungkhoan.vn/chu-tich-hdqt-vietcombank-lam-pho-thong-doc-ngan-hang-nha-nuoc-1048405.html,True,neutral,0.2,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,,,deepseek,deepseek-chat,deepseek-v4-flash,4d434589-2b8a-4e46-a119-14701bebcbae,027bb84ef7a39aa383d7fb7724fe4361c26b9eed776ff311759cb4068a53a3f2,2e8c4dd8a5f93f60cf221753c55290922838965014c0febd7ad6fe2b8361d5a3,2026-07-07T16:32:24+00:00,ok,
d8d40cf14e403746b257c4d7530c22859b0486750b45aa3e2e9f687716026d2c,1b91ccbf36c2dcb8fda0d0579fe5999b69b8947ec84dc1530692838cfcdccd65,VCB,2023-12-27,vietcombank huy dong thanh cong 3 000 ty dong tu trai phieu 1048400.html,https://kinhtechungkhoan.vn/vietcombank-huy-dong-thanh-cong-3-000-ty-dong-tu-trai-phieu-1048400.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Vietcombank huy động thành công 3.000 tỷ đồng trái phiếu riêng lẻ trong năm 2023, đồng thời mua lại 1.300 tỷ đồng trái phiếu trước hạn. Mục đích phát hành là tăng vốn cấp 2, bổ sung nguồn vốn hoạt động và nâng cao năng lực tài chính.",,deepseek,deepseek-chat,deepseek-v4-flash,87670392-4d61-4d0f-9416-6082bc3f8358,c17d28d412646f3815b251a18af2b61cc03283b8f8c75d0fca7c0e9f31d8ce09,a69daeaceba957f42ac8a312f2d9dc3d7f4b00f2d149d11be90b8465d76b97e2,2026-07-07T16:32:28+00:00,ok,
d62eb58b876053cc336faef388ebf2e31787ccb28b68a80769f104300a57cdb7,6f3bf71c2e2725a7d676cdc4e78a8739579deba55c370d8b787e82f632dd9a51,VCB,2023-12-29,ong do viet hung phu trach hoat dong hdqt vietcombank 1048395.html,https://kinhtechungkhoan.vn/ong-do-viet-hung-phu-trach-hoat-dong-hdqt-vietcombank-1048395.html,True,neutral,0.2,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"Bài báo thông báo về việc miễn nhiệm chủ tịch HĐQT Vietcombank và phân công ông Đỗ Việt Hùng phụ trách hoạt động HĐQT. Đồng thời, cập nhật kết quả kinh doanh 9 tháng đầu năm 2023 với lợi nhuận trước thuế tăng 18,5%, nợ xấu tăng 84% nhưng tỷ",,deepseek,deepseek-chat,deepseek-v4-flash,db1a4ca8-1478-423d-91a3-a6a9bfa4f5df,8a0e45e36d9b9b67af27e7f831a12c9edcc138ee174eaedaf34a8779338a7644,60d5bc661189d933ef344222bf52db2105a425c7237ac5405ac4a3842e38c869,2026-07-07T23:34:11+00:00,ok,
e63f66503bfac197471277c13a13e917a72cc2de262c1b96cd6423f6552397c6,4945ce166fd0e631d7ed0c9f06c4d0466ff996a7395704b53bef12727197b057,SSI,2024-01-02,khoi ngoai quay xe ban rong dau nam mot quy noi do ssi thanh lap bi thao hang gan 200 ty 1014159.html,https://kinhtechungkhoan.vn/khoi-ngoai-quay-xe-ban-rong-dau-nam-mot-quy-noi-do-ssi-thanh-lap-bi-thao-hang-gan-200-ty-1014159.html,True,neutral,-0.6,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Khối ngoại bán ròng cổ phiếu SSI trong phiên giao dịch đầu năm 2024 với giá trị 89,11 tỷ đồng, tương đương 2,7 triệu đơn vị. Thông tin cho thấy áp lực bán từ nhà đầu tư nước ngoài lên mã SSI.",,deepseek,deepseek-chat,deepseek-v4-flash,b7ef59c1-9a36-4d2a-be11-5cf6898ebc47,1851087cb2786f6145e34bfa6b2e4ea03908645af997b9858e44100b8c204f21,3e5023addcdc5fed85f27c8e2e36d82d4735605d3f62b10bef24a4d588eedd3a,2026-07-07T16:32:31+00:00,ok,
80002e50724d88d996b9fa901cd3fc60e0036e4e8fc354d8462475f1bacbb588,bdc24db69dff5457f5759f5e760255c327ae48f8090c829f5137c30b4860ced6,VCB,2024-01-06,vietcombank xac lap ky luc loi nhuan nam 2023 1048365.html,https://kinhtechungkhoan.vn/vietcombank-xac-lap-ky-luc-loi-nhuan-nam-2023-1048365.html,True,neutral,0.8,3.0,5.0,3.0,3.0,3.0,unclear,earnings,direct,"Vietcombank (VCB) công bố lợi nhuận trước thuế năm 2023 vượt 40.000 tỷ đồng, tăng 10,2% so với năm 2022, hoàn thành 100,3% kế hoạch. Huy động vốn và tín dụng tăng trưởng tích cực, tỷ lệ nợ xấu ở mức thấp 0,97%. Ngân hàng dự kiến giữ vững vị",,deepseek,deepseek-chat,deepseek-v4-flash,66d65123-3e43-4cf9-bac1-14f0923de409,ad819e751c0fe6330bc5c90813482cd41153fc90edbbdc36e5e8a06acecb192b,c817f19ce831057a491813b391f9ba03889e189ecf7890069cc78e483c991267,2026-07-07T23:18:20+00:00,ok,
a0109b746e89f3774caed0da7128f30fb1be878155a7a8af56f45d2161a6a605,c1a07343162ad1b1615e390da3fd259455b3fda39712cc740684d813763c26a9,HPG,2024-01-08,khep lai nam 2023 san luong thep xay dung cua hoa phat hpg lap dinh 1076343.html,https://kinhtechungkhoan.vn/khep-lai-nam-2023-san-luong-thep-xay-dung-cua-hoa-phat-hpg-lap-dinh-1076343.html,True,neutral,0.6,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,,,deepseek,deepseek-chat,deepseek-v4-flash,e161c20d-68f7-43c3-912e-2e5bc91612b6,3d1c7bfefa020d6e227bd893fc63fc2adba4d8df2867625061235eef6709ea7b,5bdf2167da0cf8ee6ee2914ff4262dd4e8c498f8b1ea94c3ee15a8b18e182def,2026-07-07T16:32:36+00:00,ok,
6d90a66588d3b03fc421b8fe9775bb922c7a51974e9a82656f1be5bee4aba60a,cc134c90ae8cd11278b0dabed0cc2aaf1d7e6b9b568cebcb4f815fa6aa7c080a,VCB,2024-01-08,bat chap khoi ngoai ban rong 5 phien lien tiep vcb van duoc gom gan 500 ty dong 1014114.html,https://kinhtechungkhoan.vn/bat-chap-khoi-ngoai-ban-rong-5-phien-lien-tiep-vcb-van-duoc-gom-gan-500-ty-dong-1014114.html,True,neutral,0.6,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Khối ngoại mua ròng VCB phiên thứ 9 liên tiếp với tổng giá trị gần 500 tỷ đồng, trong bối cảnh thị trường chung khối ngoại bán ròng.",,deepseek,deepseek-chat,deepseek-v4-flash,6422a339-1ae7-402e-9b9d-f2f65d39a8ab,1de9961e554afa06bd212b5cc11b603c61ad60cc5a8961c00aba07aae3d9ade1,c55adb087f5cb90abc361c7964a950f36d6736562a24d759f5ece607a69aafa5,2026-07-07T23:34:13+00:00,ok,
eca826ff0a0a1d09ff229e93bbd85a412e1b65d0bbd7c04bdd5cb9b30bdbe024,b6b96d37a3090dcae0c96971643b735b9f31e3d983a762f5eec746f97eaac581,HPG,2024-01-10,hpg nkg hsg dau la cai ten se lam nen chuyen 1045657.html,https://kinhtechungkhoan.vn/hpg-nkg-hsg-dau-la-cai-ten-se-lam-nen-chuyen-1045657.html,True,neutral,0.7,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Bài báo tập trung vào cổ phiếu HPG của Tập đoàn Hòa Phát, với khuyến nghị mua từ SSI Research dựa trên phân tích kỹ thuật và các luận điểm như sản lượng thép tăng mạnh, giá thép hồi phục, và lợi nhuận quý IV 2023 ước tính tích cực.",,deepseek,deepseek-chat,deepseek-v4-flash,a7b84628-612c-437b-850f-faa0401bfc1e,b8c4a0c3e36562badc8905ffa211f465ef60f5397cced7f0b2a057090d55e668,888a2846359d06f1e9d93279a33d547e11c93236137d11e491652b0ca55a8bab,2026-07-07T16:32:40+00:00,ok,
b86e9342bd09be9d02c15a05f88c99b24f5049a7ae0e16fb69549660e46071f5,335f8ffd43bbad4481b7d86065385c6ddd5a22807b6e9cc8810c9a51e0b8522c,HPG,2024-01-10,"Đại gia thép Hòa Phát bán hơn 300 triệu quả trứng, ra mắt thêm trứng gà vỏ hồng",https://cafef.vn/dai-gia-thep-hoa-phat-ban-hon-300-trieu-qua-trung-ra-mat-them-trung-ga-vo-hong-188240110155134184.chn,True,neutral,0.6,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"Tập đoàn Hòa Phát (HPG) qua công ty thành viên đã vượt mục tiêu sản xuất và tiêu thụ trứng sạch năm 2023, đạt hơn 300 triệu quả, tăng 17% so với năm 2022 và hoàn thành kế hoạch 2025 trước 2 năm. Đồng thời, công ty bắt đầu xuất khẩu trứng gà",,deepseek,deepseek-chat,deepseek-v4-flash,c1bd64a4-9619-4afa-8f98-e9c1b21d6f07,478c4c19083e33a4f7e5efd87d1414e501d587800c790e4a0bcb301f3e9bac89,149c3c60e085a5453c235a7a9fe5a63637c16ca181dc1d939fe4e7bc059e01da,2026-07-07T16:32:46+00:00,ok,
f877540afb2fe55a63c942191d5f0e47c1018a96db7ba4b95d2a0c1bca64eaf5,ad9b3859be339cc000e1c865a22e43739930f2d6e5a246d9b567c4eda1fc0884,SSI,2024-01-10,ssi research neu ra 3 chu de chinh nha dau tu can quan tam trong thang 1 2024 1045656.html,https://kinhtechungkhoan.vn/ssi-research-neu-ra-3-chu-de-chinh-nha-dau-tu-can-quan-tam-trong-thang-1-2024-1045656.html,True,neutral,0.3,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"SSI Research công bố báo cáo chiến lược tháng 1/2024, nêu 3 chủ đề chính: kế hoạch hành động của chính phủ, rủi ro chuỗi cung ứng, và tín hiệu kỹ thuật tích cực của VN-Index. Báo cáo nhận định thị trường có thể phục hồi nhưng tập trung vào ",,deepseek,deepseek-chat,deepseek-v4-flash,f584c5c7-9b55-4e67-8ce9-f3e7babcb8fd,e6341cafb26169c01de8c4533ca9ef24cc74cb82f272aadc48e6af487f22002b,050fccebb4036a711b064165aaa895d171ab4f1478d88ec0ab7c9ace87cef9e7,2026-07-07T16:32:51+00:00,ok,
a5a0f640213323ad16dca2f5219d01afe6e02c2ab1b71e10f6e4a4eb8a2c7f86,0e4c5b63a8fda0c9de959085cc8eb6c13c2c196356f60cb5bfe747dd37c0be11,SSI,2024-01-11,trien vong 2 ong lon nganh thep duoi goc nhin cua ssi research 1045651.html,https://kinhtechungkhoan.vn/trien-vong-2-ong-lon-nganh-thep-duoi-goc-nhin-cua-ssi-research-1045651.html,False,neutral,0.0,3.0,1.0,3.0,3.0,3.0,unclear,other,irrelevant,"Bài báo phân tích triển vọng ngành thép năm 2024 từ góc nhìn của SSI Research, không đề cập đến hoạt động kinh doanh hay thông tin cụ thể của công ty SSI.",,deepseek,deepseek-chat,deepseek-v4-flash,4df7859b-935f-4afc-863a-5ae7f1ba91cf,da9a4d1b11289a2b716263c7851d4a5658773a48e2decd175f4c5589c84b145c,d47ca51c6f6d4f863b20794097721eb19d26474d2c0363470a95988e3a0cb4b9,2026-07-07T23:18:23+00:00,ok,
c804a95bafdc0bbdb6d157f3fec95af9dc921dc78cbcaca82ae55a1387a71efb,a28578aaa576b01b750c88606ae9c7d3262bf0f5e28dd00a72c63a66cffb2869,SSI,2024-01-12,ssi research goi ten 3 ma co phieu ngan hang ru bun dung day 1045648.html,https://kinhtechungkhoan.vn/ssi-research-goi-ten-3-ma-co-phieu-ngan-hang-ru-bun-dung-day-1045648.html,False,neutral,0.0,3.0,1.0,3.0,3.0,3.0,unclear,other,irrelevant,"Bài báo nói về triển vọng ngành ngân hàng và khuyến nghị cổ phiếu BID, ACB, STB, không liên quan đến SSI.",,deepseek,deepseek-chat,deepseek-v4-flash,26dbdf46-27f5-46c3-a40a-49d7a0d93529,7bba2f463ca5c5aaa1520e597c4ebc57574a031657c9e35f334f252d7c35d5ba,86fa203475d12889ee7548bb887b04976caaaaa1c4b1858215b9cb3dd2ed980e,2026-07-07T16:32:53+00:00,ok,
bfb53c98d835e385cd18abd17a86d3584a5be11382aac21951fadd39d13a512c,b033edfaab1a6a3babbc39b199e74175bcfe2fd0411430156e5f6702275dc7d2,HPG,2024-01-17,thanh khoan giao dich khoi ngoai tang nhiet mwg va hpg tiep tuc duoc gom hang tram ty 1014047.html,https://kinhtechungkhoan.vn/thanh-khoan-giao-dich-khoi-ngoai-tang-nhiet-mwg-va-hpg-tiep-tuc-duoc-gom-hang-tram-ty-1014047.html,True,neutral,0.6,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"Khối ngoại mua ròng mạnh cổ phiếu HPG phiên 17/01/2024 với giá trị 97,37 tỷ đồng, khối lượng hơn 3,2 triệu đơn vị, là phiên thứ 3 liên tiếp được gom mạnh.",,deepseek,deepseek-chat,deepseek-v4-flash,fd3ebb0a-6e97-4690-8856-782a8b0ad7a9,5f13ea0ffcfe482bf831bd2188c4ae8b82b160b29308c8beeb8832b37235a331,3be5b3fd2cda5812f635889d00b66caf5e181e49c5d62940853f08cb8fd2ee04,2026-07-07T16:33:01+00:00,ok,
8e28282c66ffae626d4842f158fb34a269add47bb2f53f7ee99b1514595d18b8,23adc73caf7978fabbccb79c56d2b7960b29b5eba97739b9bc320c065ab5ac51,SSI,2024-01-17,ssi du bao 4 nha bang co loi nhuan di lui cung 2 cai ten toa sang trong quy iv 2023 1048332.html,https://kinhtechungkhoan.vn/ssi-du-bao-4-nha-bang-co-loi-nhuan-di-lui-cung-2-cai-ten-toa-sang-trong-quy-iv-2023-1048332.html,True,neutral,0.3,3.0,4.0,3.0,3.0,3.0,unclear,other,direct,"SSI công bố dự báo lợi nhuận quý IV/2023 cho 12 ngân hàng, trong đó có 4 ngân hàng lợi nhuận đi lùi và 8 ngân hàng tăng trưởng dương. SSI cũng được nhắc đến là đơn vị đưa ra dự báo.",,deepseek,deepseek-chat,deepseek-v4-flash,2a158a08-b4b5-42d3-92a3-cc874f7aa217,dcfca0fd02b226005a5dbe0ae76d032aa0c2f65c5314b3b4ae9cc4a5c34ed4f3,d82823444d3e5e038c2719172e5a0b83d4f7ffeaf5d9fe474609e9aa3895b01a,2026-07-07T16:33:06+00:00,ok,
37c583e98c7409e82e5e4fcd64125b2c7b240c5b031d1a963d8b593574ecda27,711e2a4f4793b87c59f737f31b650c735d3235cb3914db562e112b5332a31bbd,SSI,2024-01-18,SSI báo lãi trước thuế quý 4/2023 tăng 151% so với cùng kỳ năm trước,https://cafef.vn/ssi-bao-lai-truoc-thue-quy-42023-tang-151-so-voi-cung-ky-nam-truoc-188240118193026263.chn,True,neutral,0.8,3.0,5.0,3.0,3.0,3.0,unclear,other,direct,"SSI công bố BCTC quý 4/2023 và cả năm 2023 với kết quả kinh doanh tăng trưởng mạnh: LNTT quý 4 tăng 151% so với cùng kỳ, cả năm tăng 35%, hoàn thành vượt kế hoạch. Các mảng kinh doanh chính đều tăng trưởng, đặc biệt mảng đầu tư tăng 97% tro",,deepseek,deepseek-chat,deepseek-v4-flash,3fc34cb8-253e-4bbd-9a16-e0672ef539e0,ffbb940f4ff30403bee44117998308f486e5ef9f827006f053587daaf7315055,54b10d60bd550abcf67a088a3e8e80297667d2c7bffc1c9186af2c361b21e5dc,2026-07-07T16:33:15+00:00,ok,
bc28064f7e5c0f783ca46f5e7536ea0a3502bab9f05c7667aa02b5ddb389baff,a61623b78c94c5c00aab9be88dcadb22b6fe5d0df31ce448ac8256961bc8507c,SSI,2024-01-18,SSI: Nghị quyết HĐQT thông qua phương án vay vốn tại Techcombank,https://cafef.vn/du-lieu/SSI-1932741/ssi-nghi-quyet-hdqt-thong-qua-phuong-an-vay-von-tai-techcombank.chn,True,neutral,0.0,3.0,3.0,3.0,3.0,3.0,unclear,capital,direct,SSI thông báo HĐQT thông qua phương án vay vốn tại Techcombank.,,deepseek,deepseek-chat,deepseek-v4-flash,546de3b1-358f-4b5b-8a0e-b7bc5d7118bb,98045741fea3bf26f1af6aa2554e399081ee20ea3152a791e634d8e6561a76f9,b51d637683f5c81c60b0223dc8c7d2b4b91d61ac880409da6601146cd95f02cd,2026-07-07T23:18:25+00:00,ok,
9a1d373465b8d45d337150f226d8cdaa8904e2f7574a5fddf25c67bda5259704,4928b82aa2fa40b926216b7fb653ae17f23d38e48aac4acba9cb1a38db875004,HPG,2024-01-19,"Chứng khoán Vietcap: Lãi quý 4 tăng 360%, danh mục tự doanh giảm gần 1.300 tỷ trong vòng 3 tháng, HPG không còn xuất hiện",https://cafef.vn/chung-khoan-vietcap-lai-quy-4-tang-360-danh-muc-tu-doanh-giam-gan-1300-ty-trong-vong-3-thang-hpg-khong-con-xuat-hien-188240119181151436.chn,True,neutral,0.2,3.0,3.0,3.0,3.0,3.0,unclear,other,indirect,"Bài báo về kết quả kinh doanh quý 4/2023 của Chứng khoán Vietcap (VCI), trong đó có đề cập việc danh mục tự doanh FVTPL giảm mạnh và không còn ghi nhận cổ phiếu HPG. Thông tin này cho thấy VCI đã bán ra cổ phiếu HPG, nhưng không có thông ti",,deepseek,deepseek-chat,deepseek-v4-flash,0db02e1d-da16-47f5-abce-073f89edbf96,c2bcbe710f55e37e32e8e6d2efc0078ad19226bf5594967902d3d94d0c13ef9b,38a45a5d993cf3afba156877d3975586574b157c353ee9e83ba5267d4666915c,2026-07-07T16:33:21+00:00,ok,
10956b306c432163588cd79afe7caf04c5ed1c72f5802d7f25a7cef28195c030,5e8937a9894f57d946b80c0468a53f6331201b6776d720bede4b96f4df6803e9,SSI,2024-01-19,lai dam trong quy 4 2023 dong tien van ngo lo co phieu ssi 1014033.html,https://kinhtechungkhoan.vn/lai-dam-trong-quy-4-2023-dong-tien-van-ngo-lo-co-phieu-ssi-1014033.html,True,neutral,0.8,3.0,5.0,3.0,3.0,3.0,unclear,other,direct,"SSI công bố BCTC quý 4/2023 với LNTT tăng 151% so với cùng kỳ, doanh thu tăng 48%. Cả năm 2023, doanh thu đạt 7.285 tỷ đồng (+11,8%), LNTT đạt 2.848 tỷ đồng (+35%), hoàn thành vượt kế hoạch. Mảng đầu tư tăng 58%, môi giới và cho vay margin ",,deepseek,deepseek-chat,deepseek-v4-flash,2a698dc0-78ee-4e63-9fa1-12540293a6ae,b79c10c5b51190d4d6901d14db751b028dacf7e9b637cb1315b346ec2ea9b92b,8a420e98fe047117a0d515e1371e271a900dfceb89526b96c36b9beec4fc224e,2026-07-07T23:34:17+00:00,ok,
069a06a63e9fa0113b6cc4ad5eb2c1fe2fb80deb1d897906f4f5d04d2b018eb8,ad44fe401eb794e89f77874c3037f725bd5c033c099986952125cef2dff060a2,HPG,2024-01-22,HPG: Công bố kết quả kinh doanh Q4/2023,https://cafef.vn/du-lieu/HPG-1934467/hpg-cong-bo-ket-qua-kinh-doanh-q42023.chn,True,neutral,0.0,3.0,4.0,3.0,3.0,3.0,unclear,earnings,direct,,,deepseek,deepseek-chat,deepseek-v4-flash,964e507f-2702-4633-9e80-37bfd2c9fd3b,1d7f7076c75b8275e11d5a20756fb847cf2d47c0892201ab8971ccfe44eb073f,34330053b8bb6c29c47f3ec7be5913d5f3efed620907d0f84d519234ae222746,2026-07-07T16:33:23+00:00,ok,
7934951116eb7611c9ac1a3c19ac9a9de7aa5ea84232ef4b3291b3893684d282,881e167a6cd84185970aa5667b5a50ea8d94ef6487d79c9794637541799425f5,HPG,2024-01-22,thi truong xuat hien nhip rung lac nhe hpg thong linh dong tien ca map 1014020.html,https://kinhtechungkhoan.vn/thi-truong-xuat-hien-nhip-rung-lac-nhe-hpg-thong-linh-dong-tien-ca-map-1014020.html,True,neutral,0.3,3.0,3.0,3.0,3.0,3.0,unclear,other,direct,"HPG là cổ phiếu dẫn đầu thị trường về giá trị giao dịch (1.870 tỷ đồng), kết phiên tăng lên 28.300 đồng, khối lượng giao dịch hơn 66 triệu cổ phiếu. Phe mua chiếm ưu thế với nhiều lệnh mua lớn lên tới 100.000 đơn vị.",,deepseek,deepseek-chat,deepseek-v4-flash,8ab8f74b-baca-42e5-aab8-882eca1235c1,c6ab1e0f123a00aa3cb0e967ca751036008bbf66697f729877c817fdce57b99d,be309640e0204a693a57ebec75979e4d110e893238fe98f1d7a5a5be271afa89,2026-07-07T16:33:25+00:00,ok,
