content_hash,ticker,date,title,url,sentiment,sentiment_score,materiality,materiality_score,risk_level,risk_score,event_type,relevance_to_ticker,confidence,rationale,provider,requested_model,response_model,request_id,prompt_sha256,input_sha256,annotated_at_utc,status,error
20719cfda57b83484671eb33081ac674f91490dfc7b09b1710d7cf7d84e81d94,ABB,2025-10-07,ABB: Nghị quyết Hội đồng quản trị phê duyệt phương án phát hành trái phiếu doanh nghiệp riêng lẻ,https://cafef.vn/du-lieu/ABB-2312298/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-phuong-an-phat-hanh-trai-phieu-doanh-nghiep-rieng-le.chn,neutral,0.0,high,0.8,medium,0.5,capital,direct,0.95,"Bài báo đưa tin về việc Hội đồng quản trị ABB phê duyệt phương án phát hành trái phiếu riêng lẻ. Đây là một hoạt động huy động vốn thông thường, không mang tính tích cực hay tiêu cực rõ ràng khi chưa có thông tin chi tiết về mục đích sử dụng vốn và các điều khoản.",gemini,gemini-2.5-pro,gemini-2.5-pro,,4f3329f34fca3090b9014f31246b2cd88241c16881d3f0af1d4bc3e29a8a2f80,dd4dc21e5d32bbbbfba966709b0ad1cdc10e2e5c67c20c4932e187d632c37718,2026-07-07T06:19:06+00:00,ok,
e7b07f66c58e833467e4306b9d0e21e9438958e4f00ff262e90df36ec02b2aea,ABB,2025-09-30,ABB: Nghị quyết Hội đồng quản trị phê duyệt giao dịch liên quan giữa ABBANK và Công ty CP ô tô Gel O&J,https://cafef.vn/du-lieu/ABB-2308590/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-giao-dich-lien-quan-giua-abbank-va-cong-ty-cp-o-to-gel-oj.chn,neutral,0.0,low,0.2,low,0.2,governance,direct,1.0,"Bài báo chỉ đơn thuần thông báo về việc HĐQT của ABBANK (ABB) đã phê duyệt một giao dịch với bên liên quan. Đây là một thông tin mang tính thủ tục, không cung cấp chi tiết về bản chất, quy mô hay tác động của giao dịch. Do đó, thông tin được đánh giá là trung lập, có mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,7a6110d77ec37ac947360b207a4f4ed38ba30da5b920e35925772120faeba725,36d94759d42664956be005cf9c253527809431f179f99e9157c8107ffbeff9df,2026-07-07T06:19:14+00:00,ok,
7d7bd403273fa64b669ea67589e41685ce0fa75967ee3e703cc2836eb31212b6,ABB,2025-09-29,ABB: Nghị quyết Hội đồng quản trị phê duyệt Cấp tín dụng cho khách hàng,https://cafef.vn/du-lieu/ABB-2307361/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-cap-tin-dung-cho-khach-hang.chn,neutral,0.0,low,0.2,low,0.2,operation,direct,0.9,"Bài báo chỉ đơn thuần thông báo về một Nghị quyết của Hội đồng quản trị về việc phê duyệt cấp tín dụng cho khách hàng. Đây là một hoạt động kinh doanh thông thường và cốt lõi của một ngân hàng, không mang thông tin tích cực hay tiêu cực cụ thể.",gemini,gemini-2.5-pro,gemini-2.5-pro,,6627c74e8e832a5af9ebd7d0ef9d84470138165548dac84e51056d0765b8f70c,19f1113d045eb9b4bf0c97de5573a3aea162d9eec826a6fc429c6f6eed3a892f,2026-07-07T06:19:21+00:00,ok,
3cbc3bf723dfbaf12e77ef60d4f2094084703a2db42d7dc62134438cab5ba979,ABB,2025-09-29,ABB: Nghị quyết Hội đồng quản trị phê duyệt Phương án phát hành trái phiếu doanh nghiệp riêng lẻ tăng vốn cấp 2 năm 2025,https://cafef.vn/du-lieu/ABB-2307374/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-phuong-an-phat-hanh-trai-phieu-doanh-nghiep-rieng-le-tang-von-cap-2-nam-2025.chn,positive,0.6,high,0.8,low,0.1,capital,direct,1.0,"Hội đồng quản trị ABB đã phê duyệt phương án phát hành trái phiếu doanh nghiệp riêng lẻ để tăng vốn cấp 2. Đây là một hoạt động huy động vốn nhằm củng cố năng lực tài chính và hệ số an toàn vốn, được đánh giá là một thông tin tích cực và có ảnh hưởng quan trọng đến cấu trúc vốn của ngân hàng.",gemini,gemini-2.5-pro,gemini-2.5-pro,,61525bb289983ff11b10877492d26001af69a43d4b0e27f5dd2b6389cb28d9fa,d3de6a5426f5c19214cf5f34167283e9ea9fb26fda74c7167ba3d99403254d65,2026-07-07T06:19:31+00:00,ok,
186a46808015afb8a9c350b56cffb36aa9299682d846774bdd8df9e9feca55a9,ABB,2025-09-19,ABB: Quyết định Hội đồng quản trị ban hành quy chế Phát hành cổ phiếu ESOP năm 2025,https://cafef.vn/du-lieu/ABB-2300770/abb-quyet-dinh-hoi-dong-quan-tri-ban-hanh-quy-che-phat-hanh-co-phieu-esop-nam-2025.chn,neutral,0.0,medium,0.5,low,0.2,capital,direct,0.95,"Bài viết là một thông báo về việc HĐQT của ABB ban hành quy chế cho việc phát hành cổ phiếu ESOP vào năm 2025. Đây là một thông tin mang tính thủ tục và trung tính vì chưa có các chi tiết cụ thể về số lượng, giá cả hay điều kiện phát hành. Sự kiện này liên quan đến vốn chủ sở hữu (capital) và có thể ảnh hưởng đến cơ cấu cổ đông trong tương lai, do đó có mức độ trọng yếu trung bình, nhưng rủi ro hiện tại thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,06545b8c27e14c0b8d0093fe73b22ae14eb27f6e511832c6f6987a233beb56d6,44fdd01468e4d708cf5bb6b3cf2eef2f6612a0d332941175695a85c702f8fca2,2026-07-07T06:19:42+00:00,ok,
fcacd52793af87a6ec9ba2323b3d4c6a5d3e62b5b87418f9d7099928fdc87d6c,ABB,2025-09-18,ABB: Nghị quyết Đại hội đồng cổ đông lấy ý kiến cổ đông bằng văn bản,https://cafef.vn/du-lieu/ABB-2301145/abb-nghi-quyet-dai-hoi-dong-co-dong-lay-y-kien-co-dong-bang-van-ban.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ thông báo về Nghị quyết Đại hội đồng cổ đông của ABB về việc lấy ý kiến cổ đông bằng văn bản. Đây là một thông tin mang tính thủ tục, không cung cấp nội dung cụ thể của các vấn đề được lấy ý kiến, do đó không có tác động tích cực hay tiêu cực rõ ràng.",gemini,gemini-2.5-pro,gemini-2.5-pro,,a60584f2b1590e5f0629ae53854319c0d3fb363f5d68a2e1257b5e520481fede,44e8b2e013efcc9978fc9ecaae3faa772d6c867f97643df694552c0086ae818e,2026-07-07T06:19:50+00:00,ok,
7d829eb6cdf27594d4728ca825ba0a145f81f06c97334761d285af2be3905f60,ABB,2025-08-20,ABB: Cấp Hạn mức thấu chi đối với người có liên quan của người nội bộ,https://cafef.vn/du-lieu/ABB-2279346/abb-cap-han-muc-thau-chi-doi-voi-nguoi-co-lien-quan-cua-nguoi-noi-bo.chn,neutral,0.0,low,0.2,low,0.2,governance,direct,0.9,"Bài báo chỉ thông báo một sự kiện mang tính thủ tục: ABB cấp hạn mức thấu chi cho người có liên quan của người nội bộ. Đây là một công bố thông tin về giao dịch với bên liên quan, không cung cấp chi tiết về giá trị hay tác động đến hoạt động kinh doanh, do đó được đánh giá là trung tính với mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,d574d11efbf4643ebb6cc1613d283753b30e088399f24d85346efd89510c6eec,c92018360b918019527c5cf9a7117e957324b709fc99cfeeb411ab76861db2a2,2026-07-07T06:20:00+00:00,ok,
72d42caf86892c96cd9365b27daa041cc8a88c5999479e63894e12eba3a4e5a2,ABB,2025-08-20,ABB: Điều chỉnh mức phí tư vấn tại Hợp đồng Dịch vụ tư vấn giữa ABBANK và Ông Vũ Văn Hậu,https://cafef.vn/du-lieu/ABB-2279965/abb-dieu-chinh-muc-phi-tu-van-tai-hop-dong-dich-vu-tu-van-giua-abbank-va-ong-vu-van-hau.chn,neutral,0.0,low,0.2,low,0.1,operation,direct,0.9,"Bài báo chỉ đề cập đến việc điều chỉnh mức phí tư vấn trong một hợp đồng dịch vụ cụ thể giữa ABBANK và một cá nhân. Không có thông tin chi tiết về giá trị, lý do, hay tác động của việc điều chỉnh này đến tình hình tài chính hoặc hoạt động kinh doanh của ngân hàng. Do đó, thông tin được đánh giá là trung tính, có mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,f60911c11baa804843e0ea97c6be7ab2801d0f59c46c734dd36d20f20c8c899f,c36017b7a7583b68c344b720bfd54277dbbaaabf69d7e4542208c8a514b82295,2026-07-07T06:20:09+00:00,ok,
e4ae957850342141f91ab27a3c0558b20136942ea21db239a3dd39fa13a288c5,ABB,2025-08-20,"ABB: Nghị quyết Hội đồng quản trị phê duyệt gia hạn thêm thời gian ủy quyền cho ABBA khai thác, kinh doanh",https://cafef.vn/du-lieu/ABB-2280086/abb-nghi-quyet-hoi-dong-quan-tri-phe-duyet-gia-han-them-thoi-gian-uy-quyen-cho-abba-khai-thac-kinh-doanh.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ đưa tin về việc HĐQT của ABB thông qua nghị quyết gia hạn thời gian ủy quyền cho ABBA. Đây là một hoạt động quản trị nội bộ thông thường, không cung cấp thông tin chi tiết về tác động đến kết quả kinh doanh.",gemini,gemini-2.5-pro,gemini-2.5-pro,,1bf8a58bfbe0868454f57f69fdef00e2634f61e0fbd538690a14b256a856d1b7,1e28fc91f6dfb9415ad1bab8ef970c861a948efe40ca37239c8a7fa986760d67,2026-07-07T06:20:18+00:00,ok,
22539af22741197945a87698dede756cf5415420b0554e1250431ad300f2f90a,ABB,2025-08-13,ABB: Nghị quyết Hội đồng quản trị lấy ý kiến cổ đông thông qua nghị quyết về phương án tăng vốn điều lệ,https://cafef.vn/du-lieu/ABB-2270586/abb-nghi-quyet-hoi-dong-quan-tri-lay-y-kien-co-dong-thong-qua-nghi-quyet-ve-phuong-an-tang-von-dieu-le.chn,neutral,0.0,high,0.8,medium,0.5,capital,direct,0.9,"Bài báo đưa tin về việc HĐQT của ABB thông qua nghị quyết lấy ý kiến cổ đông về phương án tăng vốn điều lệ. Đây là một thông báo về thủ tục, chưa có chi tiết về mục đích hay phương thức thực hiện, do đó mang tính trung lập. Việc thay đổi vốn điều lệ là một sự kiện có mức độ quan trọng cao đối với công ty và cổ đông.",gemini,gemini-2.5-pro,gemini-2.5-pro,,8a1162e79c0e5dca4dec12790078233a38c50d52fda857e3842fd907c45c4d28,2c406881d246a9576a5c2e4cd1ab9b368d017c57b66eebd2506a9ee1b1b83d78,2026-07-07T06:20:28+00:00,ok,
264d74b9832dc2ae6e9c1325fc906d96d49ff9cbd1396176ba0640b89538e8bf,ABB,2025-08-13,ABB: Ngày đăng ký cuối cùng thực hiện quyền lấy ý kiến cổ đông về Phương án Tăng mức vốn điều lệ ABBANK,https://cafef.vn/du-lieu/ABB-2270587/abb-ngay-dang-ky-cuoi-cung-thuc-hien-quyen-lay-y-kien-co-dong-ve-phuong-an-tang-muc-von-dieu-le-abbank.chn,neutral,0.0,high,0.8,low,0.2,capital,direct,0.95,"Bài báo chỉ đơn thuần là thông báo về ngày đăng ký cuối cùng để lấy ý kiến cổ đông về phương án tăng vốn điều lệ. Đây là một sự kiện thủ tục, không chứa thông tin tích cực hay tiêu cực về kết quả. Việc tăng vốn điều lệ là một sự kiện quan trọng đối với một ngân hàng.",gemini,gemini-2.5-pro,gemini-2.5-pro,,6e20564ed571638114c001fb1b3780944831ada26783bcfcb252624025f5b3f3,c970b5a6637225a8caf01dd6142ca569c0eecb09502ce9395e967d9118acf1dc,2026-07-07T06:20:39+00:00,ok,
10aa060e23d2bbccf4a2286f5f996ffe059687842140b0ea5e70a3ea542b3cdf,ABB,2025-08-12,ABB: Điều lệ Ngân hàng TMCP An Bình,https://cafef.vn/du-lieu/ABB-2270470/abb-dieu-le-ngan-hang-tmcp-an-binh.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ đơn thuần công bố Điều lệ của Ngân hàng TMCP An Bình. Đây là một thông tin mang tính thủ tục, quản trị doanh nghiệp, không cung cấp dữ liệu mới về kết quả kinh doanh hay triển vọng của công ty.",gemini,gemini-2.5-pro,gemini-2.5-pro,,d14c101e0ba68d56025eb1192a5c75c0f8061cc1291d50192e1e56c284fe90c7,dda7f508267ee1be8b216ebfa9f97cd8009171c647f678671e39eeb274ab5694,2026-07-07T06:20:48+00:00,ok,
8bf04249d91e8f29b49023c79ba59ff92208f20171fe68f7eb1113af9441fe2e,ABB,2025-08-11,ABB: Thay đổi địa chỉ đặt trụ sở chính tại Giấy phép thành lập và hoạt động của ABBANK,https://cafef.vn/du-lieu/ABB-2267765/abb-thay-doi-dia-chi-dat-tru-so-chinh-tai-giay-phep-thanh-lap-va-hoat-dong-cua-abbank.chn,neutral,0.0,low,0.1,low,0.1,operation,direct,1.0,"Bài báo chỉ thông báo về việc thay đổi địa chỉ trụ sở chính của ABBANK. Đây là một thông tin hành chính, hoạt động thông thường và không có tác động đáng kể đến tình hình tài chính hay hoạt động kinh doanh của công ty.",gemini,gemini-2.5-pro,gemini-2.5-pro,,d5db2c9f261f3f99e114a475bb63d85f3c1f399957a7d26a4f4df31a56ddcae2,c4e107f92b7e47471a74b9a884290f928b9676da441921a42feb61db6b330a99,2026-07-07T06:20:56+00:00,ok,
7b2959fcbb660b91a08de048ccaab49909ab1ccad2cb91c45bdc902fac877b09,ABB,2025-07-31,ABB: Báo cáo quản trị công ty bán niên 2025,https://cafef.vn/du-lieu/ABB-2260913/abb-bao-cao-quan-tri-cong-ty-ban-nien-2025.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,1.0,"Bài viết chỉ là một thông báo về việc công bố Báo cáo quản trị công ty bán niên 2025. Đây là một sự kiện mang tính thủ tục, không chứa thông tin tích cực hay tiêu cực về hoạt động kinh doanh của công ty.",gemini,gemini-2.5-pro,gemini-2.5-pro,,5e7772ad1c4084a8e331e2029a315c9f375713f6fca427bf8083ce077f9ef63f,2978caadfd9d0c4c12bbfa01a2d4db2ee506a5670b6f5f388badc7f89e262d5a,2026-07-07T06:21:03+00:00,ok,
645265fd132661f1837db7aab0bbe8938da9cf97ad0d676c23ed946841dd7cbf,ABB,2025-07-30,"ABBANK chuyển mình mạnh mẽ, lợi nhuận tăng gần 200% trong 6 tháng, hoàn thành 93% kế hoạch cả năm",https://cafef.vn/abbank-chuyen-minh-manh-me-loi-nhuan-tang-gan-200-trong-6-thang-hoan-thanh-93-ke-hoach-ca-nam-188250730160018816.chn,positive,0.85,high,0.9,low,0.2,earnings,direct,0.95,"Bài viết báo cáo kết quả kinh doanh 6 tháng đầu năm 2025 của ABBANK với những con số rất tích cực. Lợi nhuận trước thuế tăng gần 200% so với cùng kỳ và đã hoàn thành 93% kế hoạch cả năm. Các chỉ số cốt lõi khác như tổng tài sản, huy động vốn, và dư nợ tín dụng đều ghi nhận tăng trưởng mạnh. Chất lượng tài sản được kiểm soát tốt với tỷ lệ nợ xấu ở mức 1,9%.",gemini,gemini-2.5-pro,gemini-2.5-pro,,101824e08ff8128af70e0dd91e7695fa1716bcc5428e2b6b80b8433fb5245b9b,efef9cadca9455d3a0fd12c002433247ab56709a4893f2bd1a0dfb9dd7af4a44,2026-07-07T06:21:33+00:00,ok,
0a84382c1e607e50b03b2739f326b5da4c251f77c8816c1667ef01eb5308113e,ABB,2025-07-29,ABB: Quyết định về việc xử phạt vi phạm hành chính về thuế qua kiểm tra thuế,https://cafef.vn/du-lieu/ABB-2258388/abb-quyet-dinh-ve-viec-xu-phat-vi-pham-hanh-chinh-ve-thue-qua-kiem-tra-thue.chn,negative,-0.6,low,0.2,medium,0.5,legal_risk,direct,0.9,"Bài báo đưa tin về việc ABB bị xử phạt vi phạm hành chính về thuế. Đây là một thông tin tiêu cực, thuộc loại rủi ro pháp lý. Tuy nhiên, bài viết không cung cấp chi tiết về mức độ vi phạm hay số tiền phạt, do đó mức độ ảnh hưởng (materiality) được đánh giá là thấp do thiếu thông tin cụ thể.",gemini,gemini-2.5-pro,gemini-2.5-pro,,e15cb66eb85ad934bb61ab5e019eb659e27505229e6f3945b3d7a2ed2b2812e9,6ee140636d0edefbce929996885f43a3373cdcc65bfaa0e03033f960e9433f2a,2026-07-07T06:21:43+00:00,ok,
d0b9f51f0efb61764854d7c7d00780ef87a91b7edfc6a7d424771c8c51e98b2c,ABB,2025-07-07,ABB: Nghị quyết Hội đồng quản trị v.v phê duyệt quản lý và ủy thác tài sản của ABBank,https://cafef.vn/du-lieu/ABB-2244476/abb-nghi-quyet-hoi-dong-quan-tri-vv-phe-duyet-quan-ly-va-uy-thac-tai-san-cua-abbank.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,1.0,"Bài báo chỉ thông báo về việc Hội đồng quản trị của ABBank phê duyệt một nghị quyết liên quan đến quản lý và ủy thác tài sản. Đây là một thông tin mang tính thủ tục, quản trị nội bộ, không cung cấp chi tiết về quy mô hay tác động đến hoạt động kinh doanh. Do đó, sự kiện này được đánh giá là trung lập, có mức độ quan trọng và rủi ro thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,5bf2ed296bc7c24373eabeeeeea859fe4cbbbbb7cd444eebb76d2c6a24d6cb85,7957957d2649d4df60e205fad601de1c1f2bfd037e300531dafadf59513d359e,2026-07-07T06:21:53+00:00,ok,
646107d1c054510db97b48b8cf585268fd8e3d3d949e535940988f3bec65a5c0,ABB,2025-07-03,ABB: Nghị quyết Hội đồng quản trị ký kết hợp đồng hợp tác giữa ABBank - ABBA triển khai dự án CD Core,https://cafef.vn/du-lieu/ABB-2240291/abb-nghi-quyet-hoi-dong-quan-tri-ky-ket-hop-dong-hop-tac-giua-abbank-abba-trien-khai-du-an-cd-core.chn,neutral,0.2,low,0.3,low,0.2,operation,direct,0.9,"Bài báo chỉ thông báo về Nghị quyết HĐQT về việc ký kết hợp đồng hợp tác để triển khai dự án 'CD Core'. Đây là một hoạt động vận hành thông thường, không cung cấp chi tiết về tác động tài chính hay kinh doanh, do đó được đánh giá là trung lập với mức độ quan trọng thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,d984fb82a351379a74668c0f0deca32d78aeb5899ef6b4ce89e3e01eeac15553,eadcf2df65eaa81854dca479ea61c8e0120f39d1294261df3398980db7419c12,2026-07-07T06:22:07+00:00,ok,
20a5256d560a549d146a93d16f9af802ef6a11fb5be5beb377f1f6037f42ac52,ABB,2025-06-09,ABB: Người được ủy quyền đại diện vốn góp của Maybank tại ABBANK,https://cafef.vn/du-lieu/ABB-2218762/abb-nguoi-duoc-uy-quyen-dai-dien-von-gop-cua-maybank-tai-abbank.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo là một thông báo ngắn gọn và thuần túy về việc có người được ủy quyền đại diện cho phần vốn góp của Maybank tại ABBANK. Đây là một sự kiện liên quan đến quản trị doanh nghiệp, không chứa thông tin mang tính tích cực hay tiêu cực.",gemini,gemini-2.5-pro,gemini-2.5-pro,,3b0d0a6e814dbb5857589fda69f223a08b7b303619c28a84dd8cbda930731f07,51f22e72e5349e5c1c3412673449ecc7d5b2b1797347764892392e5eebd3ff0b,2026-07-07T06:22:16+00:00,ok,
2bed61fec2511114da5b8c9ea306a87ef8e787033cdbb42435479f2f160e87a0,ABB,2025-05-15,ABB: Ký thỏa thuận hợp tác chiến lược với Quỹ Khởi nghiệp Doanh nghiệp Khoa học và Công nghệ Việt Nam,https://cafef.vn/du-lieu/ABB-2204507/abb-ky-thoa-thuan-hop-tac-chien-luoc-voi-quy-khoi-nghiep-doanh-nghiep-khoa-hoc-va-cong-nghe-viet-nam.chn,positive,0.5,low,0.2,low,0.1,operation,direct,0.9,"Bài báo đưa tin về việc ABB ký kết một thỏa thuận hợp tác chiến lược. Đây là một hoạt động mang tính tích cực, mở ra cơ hội phát triển. Tuy nhiên, bài viết chỉ là một dòng thông báo, không cung cấp chi tiết về quy mô, điều khoản hay tác động dự kiến, do đó mức độ quan trọng (materiality) được đánh giá là thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,dca6eb949aacf9ff408bd04834f8b2ed41b89a5349d177585b0e218c17c477bc,c75e23e8405b951fe47d5b6b983ca7d2cfb392a74f31e2768f7eb9cd73cfffb9,2026-07-07T06:22:27+00:00,ok,
07534b4d9c6a52a7f7f325e2eacee4727363623979667801c16b2b7b8f37f195,ABB,2025-04-29,Lợi nhuận của ABBANK quý 1/2025 tăng gấp hơn 2 lần cùng kỳ,https://cafef.vn/loi-nhuan-cua-abbank-quy-12025-tang-gap-hon-2-lan-cung-ky-188250429143939365.chn,positive,0.85,high,0.9,low,0.1,earnings,direct,0.95,"Bài báo báo cáo kết quả kinh doanh quý 1/2025 của ABBANK với những số liệu rất tích cực. Lợi nhuận trước thuế đạt 407 tỷ đồng, tăng trưởng 128% so với cùng kỳ năm trước. Các chỉ số quan trọng khác cũng khả quan: tổng tài sản tăng 4%, tỷ lệ nợ xấu được kiểm soát chặt chẽ ở mức 2,44%, và tỷ lệ an toàn vốn (CAR) ở mức 10,46%. Thông tin này trực tiếp và quan trọng đối với nhà đầu tư.",gemini,gemini-2.5-pro,gemini-2.5-pro,,4060ca20d390de72afd6578d9061f196d75afb76d459c227818b7f194dbeec04,4ef33006b73f5428f549dede699d97da7143cff0455e4181a154a3446820bd57,2026-07-07T06:22:39+00:00,ok,
e661ff71daf59ca401d98c6fa04a31a71b0a8a061c4b15c479b9dc1e7cf63ef9,ABB,2025-04-24,ABB: Nghị quyết Đại hội đồng cổ đông thường niên năm 2025,https://cafef.vn/du-lieu/ABB-2186421/abb-nghi-quyet-dai-hoi-dong-co-dong-thuong-nien-nam-2025.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo chỉ đơn thuần là một thông báo về việc công bố Nghị quyết Đại hội đồng cổ đông thường niên năm 2025 của ABB. Nội dung của nghị quyết không được đề cập, do đó thông tin này không có tác động tích cực hay tiêu cực rõ ràng và có mức độ quan trọng thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,60cd86788f26f4075ee3ec5ec8997de50d4a5891c0c8c0e6af82887613209cda,3671e14ad82dfbeeeea1c616c1d11e8fe15190d53e25e17a274b97cf71a00348,2026-07-07T06:22:49+00:00,ok,
9df6e61cb0fe0552bc77ac0b1d5c570e115d88653885a323207872f68cb2267c,ABB,2025-04-24,ABB: Điều lệ Công ty,https://cafef.vn/du-lieu/ABB-2186427/abb-dieu-le-cong-ty.chn,neutral,0.0,low,0.2,low,0.1,governance,direct,0.9,"Bài báo là một thông báo tiêu chuẩn về việc công bố Điều lệ Công ty của ABB. Đây là một sự kiện thông thường liên quan đến quản trị doanh nghiệp, không mang thông tin tích cực hay tiêu cực và có tác động không đáng kể.",gemini,gemini-2.5-pro,gemini-2.5-pro,,05678eabece49db7b0b93203c8648378c2b0d9aff8beedd0223efd5921c2db63,92d22ba112fd4a9e0a3382eb0a14c18b5372ca8ac486c3c207687aa6c7b960a9,2026-07-07T06:22:58+00:00,ok,
b109c6dc38be05de42c30b435fc9c06198ae3a0ff54b701043b069d472f58908,ABB,2025-04-20,"Đặt mục tiêu tăng trưởng lợi nhuận 131% trong năm nay lên 1.800 tỷ, ABBANK dựa trên cơ sở nào?",https://cafef.vn/dat-muc-tieu-tang-truong-loi-nhuan-131-trong-nam-nay-len-1800-ty-abbank-dua-tren-co-so-nao-188250420072224889.chn,positive,0.8,high,0.9,low,0.2,earnings,direct,0.95,"Bài báo đưa tin về Đại hội đồng Cổ đông thường niên 2025 của ABBANK, trong đó thông qua kế hoạch kinh doanh rất tích cực cho năm 2025 với mục tiêu lợi nhuận trước thuế tăng 131% lên 1.800 tỷ đồng. Các chỉ tiêu tài sản, tín dụng, huy động đều được đặt mục tiêu tăng trưởng. Ngân hàng cũng thông qua việc giữ lại toàn bộ lợi nhuận chưa phân phối để bổ sung vốn, cho thấy định hướng tăng cường nội lực.",gemini,gemini-2.5-pro,gemini-2.5-pro,,3bd5b2072c2ea71d9fac4a029c22ddaff60fdb0c22f4fd526db901198cc99785,53417b9c5790f77dca0ad960db54bba83abab82904937e49ca5390ee7e5c1e59,2026-07-07T06:23:11+00:00,ok,
357683280fce1be853645c2fe1c761629a211ddcf1c2f4a9a0aec85bded85bae,ABB,2025-03-31,"ABBANK đặt mục tiêu lợi nhuận tăng 131% trong năm nay, lên 1.800 tỷ đồng, sẽ ĐHCĐ vào ngày 18/4",https://cafef.vn/abbank-dat-muc-tieu-loi-nhuan-tang-131-trong-nam-nay-len-1800-ty-dong-se-dhcd-vao-ngay-184-188250331215542691.chn,positive,0.85,high,0.9,low,0.2,earnings,direct,0.95,"Bài báo công bố kết quả kinh doanh năm 2024 đã được kiểm toán của ABBANK với lợi nhuận trước thuế tăng 51,68% so với năm 2023, đạt 779 tỷ đồng. Các chỉ số quan trọng như tổng tài sản và dư nợ tín dụng đều tăng trưởng, trong khi nợ xấu được kiểm soát dưới 3%. Ngân hàng cũng đặt mục tiêu lợi nhuận năm 2025 rất tích cực, dự kiến tăng 131% lên 1.800 tỷ đồng. Kế hoạch giữ lại lợi nhuận để bổ sung vốn cho thấy sự tập trung vào tăng trưởng bền vững.",gemini,gemini-2.5-pro,gemini-2.5-pro,,47dd2f0b3d71af612e9b4f29751b0a6689dfad3fa745795b0509e4ee7318c188,4b9bb265ec4622e419fc8ada96094d7d03883604c93f0bdf608c5480a9894fdc,2026-07-07T06:23:25+00:00,ok,
b01ade062bab9e62ea3a40dae7843fc4faffb7d6d8778ea9a4ca3d1be736e366,ABB,2025-03-21,ABB: Đề nghị Rút đơn từ nhiệm phó chủ tịch Hội đồng quản trị,https://cafef.vn/du-lieu/ABB-2156188/abb-de-nghi-rut-don-tu-nhiem-pho-chu-tich-hoi-dong-quan-tri.chn,neutral,0.1,medium,0.6,medium,0.5,governance,direct,0.9,"Bài báo đưa tin về việc đề nghị rút đơn từ nhiệm của Phó Chủ tịch HĐQT tại ABB. Đây là một sự kiện về quản trị doanh nghiệp, có thể ảnh hưởng đến sự ổn định của ban lãnh đạo. Tuy nhiên, thông tin chỉ dừng ở mức 'đề nghị', chưa có quyết định cuối cùng, do đó tác động là trung tính nhưng tiềm ẩn rủi ro và có mức độ quan trọng trung bình.",gemini,gemini-2.5-pro,gemini-2.5-pro,,b017905896c57f2e64ac66ca0464e8b531ab5426c4aa123e4f1bd0795f6e2470,ef019c5f64f50ccb0a180ba70c82176de4708287ae558b8e434be6f2e0ccdf99,2026-07-07T06:23:37+00:00,ok,
b9a51e8e29c7acf58e9275ff777e8045f961c3ca572847c72f8d353ae9736af0,ABB,2025-03-11,ABB: Ngày đăng ký cuối cùng để thực hiện quyền cho cổ đông hiện hữu,https://cafef.vn/du-lieu/ABB-2148180/abb-ngay-dang-ky-cuoi-cung-de-thuc-hien-quyen-cho-co-dong-hien-huu.chn,neutral,0.0,low,0.2,low,0.1,capital,direct,0.9,"Bài báo chỉ là một thông báo ngắn về ngày đăng ký cuối cùng để thực hiện quyền cho cổ đông hiện hữu của ABB. Đây là một thông tin mang tính thủ tục, không cung cấp chi tiết về loại quyền được thực hiện (cổ tức, quyền mua, họp ĐHĐCĐ, v.v.), do đó không có tác động tích cực hay tiêu cực rõ ràng và có mức độ quan trọng thấp.",gemini,gemini-2.5-pro,gemini-2.5-pro,,9ccbd3988921dd7a249eb970a81afe90885b67756ebdcac41a045c437d3fe309,d8f227d8b8789022a255b7651d25cba791a549967fea376b6b7e4e8f21a08cdf,2026-07-07T06:23:48+00:00,ok,
