artifact_schema_version,news_id,ticker,effective_date,placebo_window,pre_window_start_offset,pre_window_end_offset,pre_window_start_date,pre_window_end_date,ticker_relevance,materiality,direction,event_type,raw_return,benchmark_return,market_adjusted_return
placebo_pre_event_outcomes_v1,94ef1835b7dca874,NLG,2026-01-09,T-20:T-1,-20,-1,2025-12-10,2026-01-08,direct,medium,risk,debt,-0.11055864287803441,0.0794540948702136,-0.190012737748248
placebo_pre_event_outcomes_v1,94ef1835b7dca874,NLG,2026-01-09,T-60:T-21,-60,-21,2025-10-15,2025-12-09,direct,medium,risk,debt,-0.021228417775261854,-0.006132142552404796,-0.015096275222857058
placebo_pre_event_outcomes_v1,c51cb14e82567182,NVL,2023-03-27,T-20:T-1,-20,-1,2023-02-27,2023-03-24,direct,high,mixed,debt,0.10699999999999998,0.02500856793145645,0.08199143206854353
placebo_pre_event_outcomes_v1,c51cb14e82567182,NVL,2023-03-27,T-60:T-21,-60,-21,2022-12-23,2023-02-24,direct,high,mixed,debt,-0.24555160142348764,0.01883685830213455,-0.2643884597256222
placebo_pre_event_outcomes_v1,be8ce9f7656e34d1,NVL,2025-04-25,T-20:T-1,-20,-1,2025-03-27,2025-04-24,direct,high,mixed,governance,0.10283315844700947,-0.07588702306222195,0.1787201815092314
placebo_pre_event_outcomes_v1,be8ce9f7656e34d1,NVL,2025-04-25,T-60:T-21,-60,-21,2025-01-23,2025-03-26,direct,high,mixed,governance,0.17364532019704426,0.05276152520978372,0.12088379498726054
placebo_pre_event_outcomes_v1,289bbe995b7879b7,NVL,2025-09-29,T-20:T-1,-20,-1,2025-08-28,2025-09-26,direct,low,neutral,capital,-0.06567933032839668,-0.011993860285805957,-0.05368547004259072
placebo_pre_event_outcomes_v1,289bbe995b7879b7,NVL,2025-09-29,T-60:T-21,-60,-21,2025-07-03,2025-08-27,direct,low,neutral,capital,0.12770562770562788,0.2104402442907174,-0.08273461658508952
placebo_pre_event_outcomes_v1,afd80ddeef9542f4,NVL,2026-05-06,T-20:T-1,-20,-1,2026-04-03,2026-05-05,direct,low,neutral,capital,0.24511278195488706,0.11330490962209927,0.1318078723327878
placebo_pre_event_outcomes_v1,afd80ddeef9542f4,NVL,2026-05-06,T-60:T-21,-60,-21,2026-01-30,2026-04-02,direct,low,neutral,capital,0.0694789081885856,-0.07338275816821938,0.14286166635680497
placebo_pre_event_outcomes_v1,d15f0b135ad6f0d4,OCB,2025-08-05,T-20:T-1,-20,-1,2025-07-08,2025-08-04,direct,low,neutral,debt,0.13917050691244248,0.07964195385245776,0.05952855305998472
placebo_pre_event_outcomes_v1,d15f0b135ad6f0d4,OCB,2025-08-05,T-60:T-21,-60,-21,2025-05-13,2025-07-07,direct,low,neutral,debt,0.15360169491525433,0.08398599073780555,0.06961570417744878
placebo_pre_event_outcomes_v1,3ff0d5477f4cee30,OCB,2025-12-18,T-20:T-1,-20,-1,2025-11-20,2025-12-17,direct,medium,risk,debt,-0.02857142857142858,0.010670354289579187,-0.03924178286100777
placebo_pre_event_outcomes_v1,3ff0d5477f4cee30,OCB,2025-12-18,T-60:T-21,-60,-21,2025-09-25,2025-11-19,direct,medium,risk,debt,-0.04263565891472876,-0.010257549111992725,-0.03237810980273603
placebo_pre_event_outcomes_v1,65f0ceb810525eff,OCB,2026-01-23,T-20:T-1,-20,-1,2025-12-24,2026-01-22,direct,low,neutral,other,-0.016460905349794275,0.05604043032947814,-0.07250133567927242
placebo_pre_event_outcomes_v1,65f0ceb810525eff,OCB,2026-01-23,T-60:T-21,-60,-21,2025-10-29,2025-12-23,direct,low,neutral,other,-0.09594095940959413,0.05120326486063265,-0.14714422427022678
placebo_pre_event_outcomes_v1,826a54d930fed77b,PDR,2023-12-25,T-20:T-1,-20,-1,2023-11-27,2023-12-22,direct,low,neutral,governance,0.007640449438202301,0.01378600444828404,-0.006145555010081738
placebo_pre_event_outcomes_v1,826a54d930fed77b,PDR,2023-12-25,T-60:T-21,-60,-21,2023-10-02,2023-11-24,direct,low,neutral,governance,0.12936546974913932,-0.051625189352954015,0.18099065910209333
placebo_pre_event_outcomes_v1,66839feeca95f859,PGB,2026-02-02,T-20:T-1,-20,-1,2026-01-05,2026-01-30,direct,low,neutral,capital,0.0,0.02272422276895547,-0.02272422276895547
placebo_pre_event_outcomes_v1,66839feeca95f859,PGB,2026-02-02,T-60:T-21,-60,-21,2025-11-06,2025-12-31,direct,low,neutral,capital,-0.031905961376994196,0.08635489212487202,-0.11826085350186621
placebo_pre_event_outcomes_v1,7c0a94074527f6fe,PNJ,2024-01-24,T-20:T-1,-20,-1,2023-12-26,2024-01-23,direct,medium,support,capital,0.04911373707533251,0.04923145466696366,-0.00011771759163115014
placebo_pre_event_outcomes_v1,7c0a94074527f6fe,PNJ,2024-01-24,T-60:T-21,-60,-21,2023-10-31,2023-12-25,direct,medium,support,capital,0.1733977172958736,0.08701699102306004,0.08638072627281357
placebo_pre_event_outcomes_v1,b82b1a8db95f2726,PNJ,2026-05-22,T-20:T-1,-20,-1,2026-04-21,2026-05-21,direct,medium,support,capital,-0.12466487935656834,0.03458450596679552,-0.15924938532336386
placebo_pre_event_outcomes_v1,b82b1a8db95f2726,PNJ,2026-05-22,T-60:T-21,-60,-21,2026-02-24,2026-04-20,direct,medium,support,capital,-0.045680856360468036,-0.01633629967552286,-0.029344556684945178
placebo_pre_event_outcomes_v1,16d9ad966c06fb76,PPC,2023-03-24,T-20:T-1,-20,-1,2023-02-24,2023-03-23,direct,high,risk,legal,-0.023386342376052416,0.005329177729039181,-0.028715520105091596
placebo_pre_event_outcomes_v1,16d9ad966c06fb76,PPC,2023-03-24,T-60:T-21,-60,-21,2022-12-22,2023-02-23,direct,high,risk,legal,0.16630434782608705,0.03036348167923264,0.1359408661468544
placebo_pre_event_outcomes_v1,66ed503b5c7c3f70,PPC,2023-12-04,T-20:T-1,-20,-1,2023-11-06,2023-12-01,direct,low,neutral,governance,0.11167002012072458,0.011471468164381493,0.10019855195634308
placebo_pre_event_outcomes_v1,66ed503b5c7c3f70,PPC,2023-12-04,T-60:T-21,-60,-21,2023-09-11,2023-11-03,direct,low,neutral,governance,-0.10363636363636364,-0.1200117682632823,0.016375404626918666
placebo_pre_event_outcomes_v1,a58378c08953c350,REE,2025-02-07,T-20:T-1,-20,-1,2025-01-03,2025-02-06,direct,medium,support,dividend,0.009164757342220442,0.013462565459632314,-0.004297808117411872
placebo_pre_event_outcomes_v1,a58378c08953c350,REE,2025-02-07,T-60:T-21,-60,-21,2024-11-07,2025-01-02,direct,medium,support,dividend,0.03864836325237597,0.007906330621155089,0.030742032631220884
placebo_pre_event_outcomes_v1,e269d041f4ada525,REE,2025-10-16,T-20:T-1,-20,-1,2025-09-18,2025-10-15,direct,low,neutral,other,-0.029957953749124022,0.05571169483178995,-0.08566964858091397
placebo_pre_event_outcomes_v1,e269d041f4ada525,REE,2025-10-16,T-60:T-21,-60,-21,2025-07-22,2025-09-17,direct,low,neutral,other,-0.02038043478260876,0.10693986247466114,-0.1273202972572699
placebo_pre_event_outcomes_v1,67cef2e5063a8700,SAB,2024-10-31,T-20:T-1,-20,-1,2024-10-03,2024-10-30,direct,high,support,earnings,-0.028103517994338856,-0.015233549800484969,-0.012869968193853887
placebo_pre_event_outcomes_v1,67cef2e5063a8700,SAB,2024-10-31,T-60:T-21,-60,-21,2024-08-06,2024-10-02,direct,high,support,earnings,0.06742783283067633,0.06408434411871622,0.0033434887119601076
placebo_pre_event_outcomes_v1,b5c5faadc54a7529,SHB,2026-03-03,T-20:T-1,-20,-1,2026-01-27,2026-03-02,direct,high,support,capital,-0.025284450063211117,0.008522261677137433,-0.03380671174034855
placebo_pre_event_outcomes_v1,b5c5faadc54a7529,SHB,2026-03-03,T-60:T-21,-60,-21,2025-11-28,2026-01-26,direct,high,support,capital,-0.0628019323671497,0.09031987179108092,-0.15312180415823062
placebo_pre_event_outcomes_v1,73cae3703dc6630a,SSI,2023-08-01,T-20:T-1,-20,-1,2023-07-04,2023-07-31,direct,low,neutral,governance,0.11860718171925999,0.08030035335689045,0.03830682836236954
placebo_pre_event_outcomes_v1,73cae3703dc6630a,SSI,2023-08-01,T-60:T-21,-60,-21,2023-05-09,2023-07-03,direct,low,neutral,governance,0.19999999999999996,0.06806988242216039,0.13193011757783957
placebo_pre_event_outcomes_v1,573f087835319097,SSI,2025-03-31,T-20:T-1,-20,-1,2025-03-03,2025-03-28,direct,high,support,capital,-0.009310198899703748,0.006178543879881371,-0.015488742779585118
placebo_pre_event_outcomes_v1,573f087835319097,SSI,2025-03-31,T-60:T-21,-60,-21,2024-12-27,2025-02-28,direct,high,support,capital,-0.011426153195090993,0.023699358501811485,-0.03512551169690248
placebo_pre_event_outcomes_v1,2b1d360a0da9eaca,SSI,2025-07-11,T-20:T-1,-20,-1,2025-06-13,2025-07-10,direct,medium,support,market,0.2509727626459144,0.09893651795148584,0.15203624469442856
placebo_pre_event_outcomes_v1,2b1d360a0da9eaca,SSI,2025-07-11,T-60:T-21,-60,-21,2025-04-15,2025-06-12,direct,medium,support,market,0.01497584541062813,0.0775376896700577,-0.06256184425942957
placebo_pre_event_outcomes_v1,a01069272b4f07a7,STB,2025-04-23,T-20:T-1,-20,-1,2025-03-25,2025-04-22,direct,low,neutral,governance,0.05174644243208282,-0.1011997717580635,0.1529462141901463
placebo_pre_event_outcomes_v1,a01069272b4f07a7,STB,2025-04-23,T-60:T-21,-60,-21,2025-01-21,2025-03-24,direct,low,neutral,governance,0.07073509015256607,0.06759543853172723,0.003139651620838846
placebo_pre_event_outcomes_v1,735652f3e3f5d15a,TCB,2024-04-22,T-20:T-1,-20,-1,2024-03-22,2024-04-19,direct,high,support,earnings,-0.008666345690900301,-0.08343735372132943,0.07477100803042913
placebo_pre_event_outcomes_v1,735652f3e3f5d15a,TCB,2024-04-22,T-60:T-21,-60,-21,2024-01-19,2024-03-21,direct,high,support,earnings,0.29066171923314776,0.08033855268726198,0.2103231665458858
placebo_pre_event_outcomes_v1,c9619fa2353c9e19,TCB,2024-07-22,T-20:T-1,-20,-1,2024-06-24,2024-07-19,direct,low,neutral,other,-0.02275711159737437,0.008499984052562803,-0.03125709564993717
placebo_pre_event_outcomes_v1,c9619fa2353c9e19,TCB,2024-07-22,T-60:T-21,-60,-21,2024-04-24,2024-06-21,direct,low,neutral,other,0.0754369825206993,0.06337870455619976,0.012058277964499542
placebo_pre_event_outcomes_v1,af655aa6dee554b9,TCB,2025-08-08,T-20:T-1,-20,-1,2025-07-11,2025-08-07,direct,low,neutral,capital,0.09865067466266852,0.08509631215014823,0.01355436251252029
placebo_pre_event_outcomes_v1,af655aa6dee554b9,TCB,2025-08-08,T-60:T-21,-60,-21,2025-05-16,2025-07-10,direct,low,neutral,capital,0.18149466192170816,0.11084302169219074,0.07065164022951742
placebo_pre_event_outcomes_v1,d71ba1f627dffbd9,TCB,2026-06-22,T-20:T-1,-20,-1,2026-05-25,2026-06-19,direct,low,neutral,other,-0.04915514592933945,-0.032608176964311286,-0.016546968965028164
placebo_pre_event_outcomes_v1,d71ba1f627dffbd9,TCB,2026-06-22,T-60:T-21,-60,-21,2026-03-25,2026-05-22,direct,low,neutral,other,0.06728538283062657,0.13203553271941093,-0.06475014988878436
placebo_pre_event_outcomes_v1,aea0480b6eb8b1ba,TPB,2025-07-31,T-20:T-1,-20,-1,2025-07-03,2025-07-30,direct,medium,risk,debt,0.15572519083969483,0.09093606182523373,0.0647891290144611
placebo_pre_event_outcomes_v1,aea0480b6eb8b1ba,TPB,2025-07-31,T-60:T-21,-60,-21,2025-05-08,2025-07-02,direct,medium,risk,debt,0.038492381716118684,0.09040006300204761,-0.05190768128592893
placebo_pre_event_outcomes_v1,0f37c4ecb1cd0f71,TPB,2026-06-12,T-20:T-1,-20,-1,2026-05-15,2026-06-11,direct,medium,support,other,0.009554140127388644,-0.06400395503746881,0.07355809516485745
placebo_pre_event_outcomes_v1,0f37c4ecb1cd0f71,TPB,2026-06-12,T-60:T-21,-60,-21,2026-03-17,2026-05-14,direct,medium,support,other,-0.015527950310559091,0.12580907331505187,-0.14133702362561096
placebo_pre_event_outcomes_v1,cbeb88ab2ba178c7,VBB,2024-10-02,T-20:T-1,-20,-1,2024-09-04,2024-10-01,direct,low,neutral,other,0.02970297029702973,0.01285467941683649,0.01684829088019324
placebo_pre_event_outcomes_v1,cbeb88ab2ba178c7,VBB,2024-10-02,T-60:T-21,-60,-21,2024-07-08,2024-08-30,direct,low,neutral,other,-0.06625577812018502,0.00024151578422504372,-0.06649729390441006
placebo_pre_event_outcomes_v1,1b549b6976851a4a,VCB,2024-10-11,T-20:T-1,-20,-1,2024-09-13,2024-10-10,direct,medium,support,market,0.02227805695142382,0.027682130845003927,-0.005404073893580108
placebo_pre_event_outcomes_v1,1b549b6976851a4a,VCB,2024-10-11,T-60:T-21,-60,-21,2024-07-17,2024-09-12,direct,medium,support,market,0.017111567419575646,-0.009703151356549533,0.02681471877612518
placebo_pre_event_outcomes_v1,5a753d68deb2217b,VCB,2025-04-03,T-20:T-1,-20,-1,2025-03-06,2025-04-02,direct,low,neutral,other,0.036076662908680834,-0.0002958534994159656,0.0363725164080968
placebo_pre_event_outcomes_v1,5a753d68deb2217b,VCB,2025-04-03,T-60:T-21,-60,-21,2025-01-02,2025-03-05,direct,low,neutral,other,0.011961330493200029,0.027565349568011488,-0.01560401907481146
placebo_pre_event_outcomes_v1,5810fa6bc4156dd3,VCB,2025-07-17,T-20:T-1,-20,-1,2025-06-19,2025-07-16,direct,medium,mixed,analyst,0.0920092543157145,0.0912916777610131,0.0007175765547013935
placebo_pre_event_outcomes_v1,5810fa6bc4156dd3,VCB,2025-07-17,T-60:T-21,-60,-21,2025-04-21,2025-06-18,direct,medium,mixed,analyst,-0.025787469712703404,0.11578450297000176,-0.14157197268270516
placebo_pre_event_outcomes_v1,351369f49f8eee29,VCG,2023-11-09,T-20:T-1,-20,-1,2023-10-12,2023-11-08,direct,low,neutral,capital,-0.11289537712895381,-0.033153584981026385,-0.07974179214792743
placebo_pre_event_outcomes_v1,351369f49f8eee29,VCG,2023-11-09,T-60:T-21,-60,-21,2023-08-15,2023-10-11,direct,low,neutral,capital,-0.029688972667294977,-0.06745269640614238,0.0377637237388474
placebo_pre_event_outcomes_v1,c1aa61a5aebd5b9a,VCG,2026-01-28,T-20:T-1,-20,-1,2025-12-29,2026-01-27,direct,medium,risk,market,-0.13537117903930118,0.04311504182717507,-0.17848622086647625
placebo_pre_event_outcomes_v1,c1aa61a5aebd5b9a,VCG,2026-01-28,T-60:T-21,-60,-21,2025-11-03,2025-12-26,direct,medium,risk,market,-0.07099391480730222,0.0697588126159554,-0.14075272742325762
placebo_pre_event_outcomes_v1,75334d921c96c615,VCI,2022-08-05,T-20:T-1,-20,-1,2022-07-08,2022-08-04,direct,medium,support,dividend,0.1752508361204015,0.07072423184297927,0.10452660427742222
placebo_pre_event_outcomes_v1,75334d921c96c615,VCI,2022-08-05,T-60:T-21,-60,-21,2022-05-13,2022-07-07,direct,medium,support,dividend,0.18827415359207267,-0.013772753789832337,0.202046907381905
placebo_pre_event_outcomes_v1,35a935ba0c92f8d1,VCI,2026-04-06,T-20:T-1,-20,-1,2026-03-09,2026-04-03,direct,low,neutral,governance,0.019230769230769162,0.018907423205609897,0.0003233460251592657
placebo_pre_event_outcomes_v1,35a935ba0c92f8d1,VCI,2026-04-06,T-60:T-21,-60,-21,2026-01-05,2026-03-06,direct,low,neutral,governance,0.1357171881349044,-0.011496309550436234,0.14721349768534064
placebo_pre_event_outcomes_v1,f39377580019e6a5,VHM,2022-10-28,T-20:T-1,-20,-1,2022-09-30,2022-10-27,direct,high,support,earnings,-0.13214990138067062,-0.09195219545803845,-0.040197705922632165
placebo_pre_event_outcomes_v1,f39377580019e6a5,VHM,2022-10-28,T-60:T-21,-60,-21,2022-08-03,2022-09-29,direct,high,support,earnings,-0.17932148626817446,-0.09897100243246704,-0.08035048383570742
placebo_pre_event_outcomes_v1,d3073181a476e946,VIB,2023-10-02,T-20:T-1,-20,-1,2023-08-31,2023-09-29,direct,low,support,capital,-0.04946727549467278,-0.057105510395817016,0.007638234901144236
placebo_pre_event_outcomes_v1,d3073181a476e946,VIB,2023-10-02,T-60:T-21,-60,-21,2023-07-06,2023-08-30,direct,low,support,capital,0.020553359683794348,0.07719628491768926,-0.056642925233894914
placebo_pre_event_outcomes_v1,5fb4e47d975ed4b4,VIB,2025-01-24,T-20:T-1,-20,-1,2024-12-26,2025-01-23,direct,high,mixed,earnings,0.03544303797468351,-0.01040169066754637,0.04584472864222988
placebo_pre_event_outcomes_v1,5fb4e47d975ed4b4,VIB,2025-01-24,T-60:T-21,-60,-21,2024-10-31,2024-12-25,direct,high,mixed,earnings,0.01319261213720302,0.007560420093635223,0.005632192043567796
placebo_pre_event_outcomes_v1,0d0a280f83b376c3,VIC,2023-02-20,T-20:T-1,-20,-1,2023-01-16,2023-02-17,direct,low,neutral,capital,-0.02372262773722622,-0.006909288633892174,-0.016813339103334046
placebo_pre_event_outcomes_v1,0d0a280f83b376c3,VIC,2023-02-20,T-60:T-21,-60,-21,2022-11-18,2023-01-13,direct,low,neutral,capital,-0.16158536585365846,0.09371421497322907,-0.25529958082688753
placebo_pre_event_outcomes_v1,11b64ee6831d5a88,VIC,2025-04-03,T-20:T-1,-20,-1,2025-03-06,2025-04-02,indirect,medium,support,project,0.4258734655335221,-0.0002958534994159656,0.4261693190329381
placebo_pre_event_outcomes_v1,11b64ee6831d5a88,VIC,2025-04-03,T-60:T-21,-60,-21,2025-01-02,2025-03-05,indirect,medium,support,project,0.04193389245189949,0.027565349568011488,0.014368542883888002
placebo_pre_event_outcomes_v1,fef0c20ec897771b,VIC,2025-12-29,T-20:T-1,-20,-1,2025-12-01,2025-12-26,direct,low,neutral,debt,0.14857354575768822,0.016530819724153156,0.13204272603353506
placebo_pre_event_outcomes_v1,fef0c20ec897771b,VIC,2025-12-29,T-60:T-21,-60,-21,2025-10-06,2025-11-28,direct,low,neutral,debt,0.44908180300500833,-0.0026599823061044248,0.45174178531111275
placebo_pre_event_outcomes_v1,198ab407720b7549,VJC,2022-09-14,T-20:T-1,-20,-1,2022-08-15,2022-09-13,direct,high,neutral,capital,-0.05632772494513538,-0.02024799874431016,-0.036079726200825224
placebo_pre_event_outcomes_v1,198ab407720b7549,VJC,2022-09-14,T-60:T-21,-60,-21,2022-06-20,2022-08-12,direct,high,neutral,capital,-0.02129184153956387,0.06940867502541503,-0.0907005165649789
placebo_pre_event_outcomes_v1,58661f0e1af37ef5,VND,2022-08-19,T-20:T-1,-20,-1,2022-07-22,2022-08-18,direct,medium,risk,legal,0.18721160184574837,0.06603836753825054,0.12117323430749782
placebo_pre_event_outcomes_v1,58661f0e1af37ef5,VND,2022-08-19,T-60:T-21,-60,-21,2022-05-27,2022-07-21,direct,medium,risk,legal,-0.21665815022994384,-0.06766502003189545,-0.14899313019804838
placebo_pre_event_outcomes_v1,6f6014bfb16ee1a6,VND,2026-02-03,T-20:T-1,-20,-1,2026-01-06,2026-02-02,direct,low,risk,debt,-0.02978488692774406,-0.005379156182726108,-0.02440573074501795
placebo_pre_event_outcomes_v1,6f6014bfb16ee1a6,VND,2026-02-03,T-60:T-21,-60,-21,2025-11-07,2026-01-05,direct,low,risk,debt,-0.010887316276537828,0.11837908823713361,-0.12926640451367144
placebo_pre_event_outcomes_v1,4337fa7412e5250d,VNM,2025-04-01,T-20:T-1,-20,-1,2025-03-04,2025-03-31,direct,high,support,dividend,-0.045662905500705175,-0.0038493494218354574,-0.04181355607886972
placebo_pre_event_outcomes_v1,4337fa7412e5250d,VNM,2025-04-01,T-60:T-21,-60,-21,2024-12-30,2025-03-03,direct,high,support,dividend,-0.0015915119363394403,0.02936274586877552,-0.03095425780511496
placebo_pre_event_outcomes_v1,08dbe74f075e78c1,VNM,2025-10-07,T-20:T-1,-20,-1,2025-09-09,2025-10-06,direct,medium,support,earnings,0.03496503496503478,0.0355336769843404,-0.0005686420193056207
placebo_pre_event_outcomes_v1,08dbe74f075e78c1,VNM,2025-10-07,T-60:T-21,-60,-21,2025-07-11,2025-09-08,direct,medium,support,earnings,0.013379135780148266,0.11440154757984855,-0.10102241179970028
placebo_pre_event_outcomes_v1,295d0eb26b51aef1,VNM,2026-04-28,T-20:T-1,-20,-1,2026-03-30,2026-04-24,direct,low,neutral,governance,0.013122017723244728,0.11473408158600695,-0.10161206386276223
placebo_pre_event_outcomes_v1,295d0eb26b51aef1,VNM,2026-04-28,T-60:T-21,-60,-21,2026-01-26,2026-03-27,direct,low,neutral,governance,-0.10746402877697847,-0.09270388128349216,-0.014760147493486309
placebo_pre_event_outcomes_v1,617b9cd452b10f68,VPB,2026-04-28,T-20:T-1,-20,-1,2026-03-30,2026-04-24,direct,high,risk,debt,0.04407176287051473,0.11473408158600695,-0.07066231871549222
placebo_pre_event_outcomes_v1,617b9cd452b10f68,VPB,2026-04-28,T-60:T-21,-60,-21,2026-01-26,2026-03-27,direct,high,risk,debt,-0.04658840792369778,-0.09270388128349216,0.04611547335979438
